Age,Salary,Department,Experience,Satisfaction,Gender
18.0,74036.0,Marketing,15.0,2,Female
,,Sales,17.0,2,Female
68.0,,HR,21.0,2,Male
64.0,,HR,18.0,2,Female
67.0,137205.0,Sales,6.0,1,Male
19.0,98154.0,HR,23.0,3,Female
45.0,,Engineering,14.0,4,Male
66.0,,Marketing,23.0,5,Female
67.0,118209.0,Engineering,,4,Female
,105139.0,Marketing,,5,Male
55.0,135232.0,HR,15.0,5,Female
68.0,35368.0,HR,,4,Male
21.0,34621.0,Sales,24.0,1,Female
18.0,88829.0,HR,28.0,2,Male
25.0,90294.0,HR,16.0,1,Female
46.0,,Sales,16.0,2,Female
56.0,59227.0,Sales,8.0,3,Male
20.0,,Marketing,7.0,5,Female
,37566.0,HR,6.0,4,Male
,42306.0,Marketing,2.0,3,Male
27.0,83822.0,Marketing,22.0,2,Female
,54042.0,Engineering,,1,Female
63.0,45086.0,HR,12.0,4,Female
,47387.0,HR,15.0,5,Male
50.0,57042.0,Engineering,,3,Male
40.0,119424.0,Marketing,9.0,5,Female
,81618.0,HR,2.0,2,Male
49.0,,Marketing,17.0,5,Female
67.0,48323.0,Engineering,27.0,1,Female
24.0,48019.0,Sales,29.0,3,Female
46.0,,Marketing,5.0,3,Male
25.0,70863.0,HR,,1,Male
18.0,141023.0,Sales,22.0,5,Female
20.0,,Marketing,19.0,1,Male
41.0,48279.0,Marketing,24.0,4,Female
,76999.0,Sales,,1,Female
25.0,92780.0,Sales,2.0,5,Male
64.0,52908.0,Sales,16.0,1,Female
54.0,91584.0,HR,,2,Female
,,HR,23.0,1,Female
68.0,80225.0,Marketing,15.0,1,Female
50.0,67952.0,Marketing,1.0,5,Female
,,Engineering,25.0,4,Male
64.0,,HR,13.0,4,Male
25.0,139708.0,Marketing,23.0,5,Female
51.0,,Sales,6.0,5,Male
52.0,77929.0,Sales,13.0,5,Female
49.0,39343.0,HR,18.0,2,Female
41.0,106173.0,Sales,3.0,3,Female
31.0,130260.0,Engineering,,1,Female
49.0,69791.0,Marketing,,5,Male
63.0,59134.0,Marketing,26.0,5,Male
60.0,,Marketing,13.0,5,Female
33.0,77101.0,HR,5.0,4,Male
21.0,99443.0,Sales,,5,Female
69.0,,Engineering,,1,Male
54.0,87530.0,HR,22.0,5,Female
38.0,76799.0,Marketing,5.0,1,Female
31.0,34827.0,Engineering,28.0,2,Female
,126143.0,Marketing,19.0,3,Male
65.0,92653.0,Marketing,21.0,4,Male
,43699.0,HR,24.0,1,Female
,132828.0,Marketing,28.0,2,Male
27.0,,Engineering,18.0,3,Male
24.0,121419.0,Marketing,21.0,3,Male
50.0,,Sales,22.0,3,Male
40.0,146972.0,Marketing,10.0,1,Male
38.0,,HR,,2,Male
36.0,43598.0,Engineering,8.0,5,Male
,141362.0,HR,15.0,2,Male
,145445.0,Sales,21.0,2,Male
53.0,58807.0,Marketing,,2,Male
,,HR,20.0,1,Male
35.0,,HR,28.0,1,Male
,75226.0,HR,,1,Male
18.0,89550.0,HR,27.0,2,Female
64.0,110072.0,Sales,23.0,1,Female
22.0,33558.0,Sales,22.0,3,Male
37.0,105308.0,Marketing,4.0,1,Male
28.0,,Marketing,,4,Male
,82999.0,Engineering,,1,Female
19.0,85878.0,Sales,6.0,1,Female
20.0,,HR,,1,Male
40.0,88219.0,HR,3.0,1,Male
29.0,65186.0,Engineering,,4,Male
37.0,66966.0,HR,10.0,5,Male
,,Engineering,23.0,1,Male
54.0,149932.0,Marketing,,3,Female
55.0,135423.0,Sales,16.0,4,Male
47.0,83218.0,Engineering,2.0,5,Female
26.0,49229.0,HR,24.0,1,Male
51.0,,Engineering,17.0,5,Male
61.0,57877.0,Marketing,13.0,3,Female
52.0,88001.0,HR,1.0,4,Female
69.0,127137.0,Marketing,6.0,4,Male
39.0,68084.0,Marketing,5.0,5,Female
61.0,111780.0,Engineering,,1,Male
41.0,122892.0,Marketing,,2,Female
34.0,,HR,28.0,4,Female
27.0,118635.0,Marketing,23.0,2,Male
47.0,,Marketing,18.0,4,Male
63.0,,Engineering,29.0,1,Female
40.0,70317.0,Marketing,12.0,1,Male
49.0,,Sales,7.0,4,Female
34.0,49094.0,Engineering,15.0,5,Female
67.0,87796.0,Engineering,3.0,1,Male
,40589.0,HR,16.0,1,Female
34.0,87221.0,HR,1.0,3,Male
31.0,31657.0,HR,27.0,1,Male
26.0,128300.0,HR,,3,Female
57.0,,Sales,24.0,1,Male
19.0,69531.0,Engineering,12.0,1,Female
62.0,,Marketing,,5,Female
42.0,,HR,,5,Male
56.0,123078.0,HR,8.0,1,Male
26.0,113973.0,HR,23.0,4,Female
,71247.0,Marketing,,4,Male
60.0,134041.0,HR,15.0,1,Female
63.0,49601.0,Marketing,2.0,4,Female
21.0,123966.0,Engineering,29.0,1,Female
43.0,80599.0,Engineering,17.0,5,Female
46.0,101545.0,Engineering,7.0,2,Female
62.0,145295.0,Sales,13.0,3,Male
,34552.0,Marketing,,4,Female
40.0,146452.0,HR,6.0,4,Female
54.0,39417.0,HR,13.0,5,Female
,88579.0,HR,11.0,4,Female
23.0,137525.0,HR,10.0,1,Female
,98207.0,Sales,,1,Female
38.0,102055.0,HR,27.0,2,Male
59.0,132266.0,Sales,,2,Male
53.0,,Marketing,24.0,2,Female
,141426.0,Engineering,,1,Female
,147865.0,HR,20.0,2,Female
51.0,33722.0,Engineering,17.0,2,Male
,,Marketing,17.0,1,Female
54.0,,Marketing,4.0,5,Female
,70031.0,HR,5.0,4,Female
55.0,,Marketing,,3,Female
29.0,51438.0,Engineering,23.0,1,Female
40.0,88819.0,HR,14.0,1,Female
59.0,73856.0,Sales,20.0,3,Male
,63576.0,HR,10.0,3,Female
,71938.0,Engineering,14.0,2,Female
44.0,79028.0,HR,28.0,3,Female
48.0,89807.0,HR,1.0,4,Female
23.0,79877.0,Engineering,11.0,4,Female
,127783.0,HR,26.0,4,Female
57.0,73461.0,HR,23.0,4,Female
,,Engineering,18.0,4,Female
,70469.0,Marketing,16.0,2,Female
,113136.0,Engineering,29.0,1,Male
24.0,50435.0,HR,27.0,3,Male
27.0,114117.0,Sales,18.0,1,Male
62.0,,Sales,8.0,3,Female
34.0,,Engineering,28.0,2,Male
43.0,145660.0,Sales,10.0,2,Male
38.0,57386.0,HR,26.0,5,Male
45.0,,HR,,5,Male
63.0,84786.0,Engineering,5.0,2,Female
19.0,43704.0,HR,10.0,2,Male
,86635.0,Marketing,,3,Male
18.0,32123.0,HR,21.0,2,Female
,120710.0,Engineering,24.0,1,Male
53.0,139837.0,Marketing,6.0,3,Female
68.0,144912.0,Marketing,3.0,2,Male
43.0,92993.0,Sales,8.0,3,Male
46.0,142752.0,HR,,3,Male
38.0,110122.0,Engineering,5.0,4,Female
28.0,127512.0,Sales,29.0,5,Male
57.0,55416.0,Sales,2.0,3,Male
28.0,31814.0,HR,2.0,3,Female
53.0,,HR,7.0,4,Male
,,Engineering,17.0,2,Male
56.0,46508.0,Sales,10.0,3,Male
57.0,115166.0,Engineering,12.0,4,Male
52.0,108916.0,Sales,2.0,1,Male
,143710.0,Sales,10.0,4,Female
64.0,65699.0,Sales,20.0,5,Female
,,HR,1.0,5,Female
39.0,76806.0,Sales,4.0,2,Male
22.0,,Sales,13.0,2,Male
50.0,93768.0,Sales,12.0,5,Male
53.0,65739.0,Marketing,11.0,5,Male
64.0,64785.0,HR,29.0,3,Male
37.0,61980.0,Marketing,,5,Female
36.0,,HR,,2,Female
52.0,130719.0,Engineering,5.0,5,Female
69.0,124702.0,Marketing,25.0,2,Male
60.0,115016.0,Engineering,17.0,1,Female
34.0,31609.0,Sales,28.0,5,Female
62.0,96253.0,Engineering,5.0,2,Female
60.0,115481.0,Engineering,2.0,4,Female
51.0,,Engineering,,3,Male
,58141.0,Engineering,,2,Male
43.0,60009.0,HR,18.0,5,Female
,140966.0,Marketing,14.0,5,Female
,36782.0,HR,19.0,1,Female
26.0,,HR,14.0,4,Female
57.0,129352.0,HR,8.0,2,Female
34.0,55933.0,Engineering,17.0,4,Female
18.0,107154.0,HR,,1,Female
42.0,38307.0,Marketing,,3,Female
60.0,122207.0,HR,29.0,4,Female
,,Sales,10.0,1,Male
59.0,138297.0,Engineering,17.0,2,Female
,105874.0,Sales,,3,Male
,68346.0,Marketing,11.0,5,Male
,142138.0,Marketing,8.0,1,Female
20.0,80772.0,Marketing,,5,Female
67.0,102084.0,Marketing,13.0,3,Male
54.0,70149.0,HR,21.0,1,Male
61.0,,Engineering,4.0,1,Female
61.0,57526.0,Marketing,7.0,3,Male
,126758.0,Sales,,2,Female
47.0,115712.0,Marketing,5.0,1,Female
55.0,98477.0,Engineering,,3,Male
51.0,35695.0,Sales,28.0,4,Female
,,Sales,11.0,5,Male
36.0,,Sales,17.0,1,Female
54.0,77224.0,HR,,4,Female
61.0,,Marketing,20.0,1,Male
66.0,55553.0,HR,3.0,2,Male
34.0,134501.0,Sales,5.0,3,Female
27.0,90410.0,HR,26.0,1,Female
66.0,133754.0,HR,15.0,3,Male
64.0,120895.0,HR,19.0,1,Female
29.0,54816.0,Marketing,16.0,2,Male
33.0,85026.0,Sales,8.0,2,Male
41.0,80705.0,Sales,13.0,4,Male
36.0,,Marketing,16.0,2,Female
,145700.0,HR,3.0,3,Male
48.0,,HR,1.0,2,Female
38.0,31881.0,Engineering,9.0,1,Male
34.0,69567.0,Engineering,9.0,2,Female
40.0,77365.0,Engineering,22.0,3,Female
54.0,109211.0,Marketing,,1,Male
33.0,100122.0,Sales,17.0,4,Male
,55006.0,Engineering,24.0,4,Male
,71198.0,Sales,2.0,4,Female
42.0,,Sales,9.0,1,Female
35.0,130649.0,Sales,24.0,4,Female
42.0,,Marketing,19.0,2,Male
,62443.0,Marketing,13.0,1,Male
,72316.0,Marketing,,1,Male
,126131.0,Marketing,9.0,1,Male
58.0,94486.0,Engineering,,5,Male
,35877.0,HR,1.0,3,Female
43.0,69553.0,HR,25.0,5,Male
64.0,144137.0,HR,15.0,5,Female
49.0,34922.0,Engineering,,5,Male
27.0,147018.0,HR,4.0,3,Male
33.0,34686.0,Engineering,20.0,5,Male
24.0,,Engineering,10.0,4,Male
34.0,109943.0,Engineering,,1,Male
40.0,62006.0,HR,25.0,1,Female
43.0,61422.0,Sales,6.0,2,Male
38.0,146590.0,HR,27.0,4,Female
39.0,42205.0,HR,24.0,3,Female
24.0,116590.0,Marketing,12.0,1,Female
31.0,53527.0,Engineering,20.0,5,Female
,141483.0,Sales,16.0,2,Male
24.0,48443.0,Marketing,3.0,2,Male
26.0,46524.0,Sales,14.0,1,Male
68.0,146477.0,Sales,,4,Male
65.0,,Engineering,10.0,2,Male
25.0,95552.0,HR,15.0,1,Female
,76142.0,Engineering,7.0,4,Male
40.0,91692.0,Engineering,4.0,1,Male
46.0,112384.0,Marketing,14.0,1,Female
35.0,50855.0,Engineering,,4,Male
48.0,113747.0,HR,16.0,4,Male
,90372.0,Sales,14.0,4,Female
69.0,,Engineering,3.0,1,Male
56.0,,Sales,,2,Female
52.0,79241.0,Engineering,21.0,3,Female
35.0,133119.0,Sales,14.0,3,Male
,82003.0,Engineering,18.0,1,Female
56.0,98379.0,Marketing,3.0,1,Male
34.0,124837.0,Sales,22.0,2,Male
,121996.0,Engineering,,4,Male
48.0,127454.0,Engineering,3.0,1,Female
41.0,124283.0,Marketing,12.0,5,Female
52.0,,Marketing,22.0,4,Female
61.0,123846.0,Marketing,,1,Female
62.0,,Sales,10.0,5,Female
51.0,145657.0,Sales,,2,Female
20.0,96630.0,Marketing,1.0,5,Female
54.0,,HR,13.0,1,Female
60.0,82347.0,HR,,3,Female
57.0,129708.0,Engineering,19.0,1,Female
43.0,,HR,,3,Female
40.0,,Engineering,,2,Male
61.0,,Sales,6.0,2,Female
56.0,75283.0,Sales,24.0,4,Male
32.0,111326.0,HR,,4,Male
66.0,42205.0,Sales,19.0,3,Male
21.0,,Marketing,6.0,3,Male
46.0,,Marketing,,2,Female
39.0,51097.0,HR,,5,Male
,33092.0,HR,13.0,3,Male
30.0,83311.0,Engineering,12.0,3,Male
,,Sales,,5,Female
50.0,53862.0,Engineering,,4,Male
33.0,120396.0,Engineering,4.0,4,Male
,109507.0,Marketing,1.0,3,Female
59.0,110152.0,Marketing,13.0,4,Female
61.0,100469.0,Marketing,,4,Female
19.0,,Marketing,4.0,4,Female
52.0,121299.0,Engineering,22.0,2,Female
59.0,33969.0,Marketing,11.0,1,Female
51.0,,Sales,19.0,3,Female
,99855.0,Marketing,11.0,3,Female
,71743.0,Marketing,12.0,2,Female
30.0,69876.0,Marketing,11.0,1,Male
35.0,137445.0,HR,6.0,1,Female
49.0,50323.0,Sales,,2,Male
49.0,46428.0,Sales,27.0,5,Male
,64578.0,Engineering,9.0,5,Female
56.0,116486.0,Engineering,25.0,1,Female
63.0,138577.0,Marketing,10.0,5,Female
69.0,94140.0,HR,,5,Female
46.0,137325.0,Engineering,3.0,5,Male
66.0,,Engineering,,1,Male
46.0,36364.0,Marketing,,5,Female
61.0,65349.0,Marketing,23.0,3,Male
,30691.0,Engineering,16.0,1,Female
61.0,125598.0,Engineering,3.0,2,Male
,,Sales,10.0,5,Male
27.0,75896.0,HR,24.0,4,Female
47.0,87062.0,Sales,11.0,1,Female
42.0,127266.0,Engineering,8.0,2,Male
56.0,109762.0,Sales,6.0,3,Female
37.0,43861.0,Sales,20.0,2,Male
22.0,126837.0,Engineering,11.0,5,Female
,143779.0,Marketing,28.0,4,Female
47.0,118302.0,Engineering,27.0,5,Female
,131710.0,Marketing,21.0,2,Female
20.0,,Engineering,12.0,1,Female
,136643.0,Engineering,16.0,4,Female
31.0,145720.0,Engineering,,4,Female
47.0,113231.0,HR,13.0,2,Male
67.0,,Marketing,22.0,5,Female
21.0,33121.0,HR,3.0,2,Male
35.0,113793.0,Engineering,15.0,4,Female
54.0,58164.0,Sales,22.0,2,Male
,55491.0,HR,28.0,4,Female
65.0,89222.0,Marketing,,5,Female
,53165.0,Engineering,14.0,1,Male
,144250.0,HR,18.0,1,Female
,33748.0,Sales,28.0,2,Female
26.0,,HR,29.0,4,Female
32.0,56553.0,Marketing,14.0,1,Female
66.0,146547.0,HR,5.0,4,Female
41.0,,Sales,21.0,5,Male
21.0,74331.0,Sales,14.0,2,Female
29.0,,Marketing,25.0,4,Male
,,Sales,27.0,2,Male
54.0,69560.0,Engineering,,4,Male
60.0,83865.0,Sales,28.0,4,Male
23.0,76686.0,Engineering,,5,Male
,,HR,23.0,2,Male
63.0,,Engineering,15.0,3,Male
41.0,,Engineering,28.0,4,Male
,,HR,29.0,4,Female
30.0,139021.0,Sales,,1,Male
51.0,107986.0,Engineering,19.0,2,Female
42.0,106216.0,Sales,26.0,3,Male
,40068.0,HR,,5,Male
69.0,84460.0,Marketing,,3,Female
21.0,130766.0,Sales,,5,Male
25.0,76418.0,Sales,,3,Female
37.0,56206.0,Marketing,25.0,3,Male
46.0,30287.0,Marketing,8.0,2,Female
68.0,52337.0,HR,6.0,1,Female
,50666.0,Sales,20.0,3,Male
63.0,146595.0,Sales,,4,Male
27.0,,HR,29.0,4,Male
60.0,144817.0,Sales,15.0,4,Male
51.0,130667.0,Engineering,,1,Female
,120071.0,Engineering,3.0,3,Female
58.0,128064.0,Engineering,,5,Female
66.0,68751.0,Sales,15.0,5,Female
20.0,112063.0,Engineering,24.0,2,Female
23.0,136511.0,Engineering,,1,Female
22.0,119389.0,HR,17.0,3,Female
22.0,44758.0,HR,19.0,4,Male
64.0,,Marketing,11.0,1,Male
40.0,145614.0,Marketing,,1,Male
,33178.0,Marketing,,3,Male
26.0,61831.0,Marketing,5.0,2,Male
52.0,32176.0,HR,26.0,2,Male
37.0,,HR,,2,Male
66.0,63654.0,HR,18.0,4,Male
59.0,56627.0,Engineering,26.0,4,Female
,82550.0,Engineering,8.0,3,Male
67.0,142025.0,Marketing,5.0,2,Male
35.0,,Engineering,7.0,3,Male
34.0,,Sales,16.0,2,Female
41.0,88251.0,HR,,1,Male
20.0,65422.0,Marketing,14.0,5,Female
49.0,41984.0,Marketing,5.0,5,Female
,119312.0,Sales,24.0,2,Male
55.0,,Engineering,9.0,3,Female
,113291.0,Marketing,4.0,4,Male
64.0,37135.0,Engineering,4.0,2,Male
42.0,,Engineering,16.0,2,Male
26.0,132958.0,Sales,24.0,4,Female
21.0,124171.0,Marketing,,2,Male
,51684.0,Engineering,15.0,1,Male
54.0,85913.0,Engineering,4.0,4,Male
51.0,118774.0,Sales,6.0,1,Female
28.0,51889.0,Sales,16.0,5,Female
,,Engineering,29.0,4,Female
,128071.0,Sales,,4,Female
45.0,,Engineering,6.0,3,Male
46.0,40770.0,Marketing,5.0,3,Male
,,HR,16.0,4,Female
,115962.0,Sales,,5,Male
42.0,139863.0,HR,16.0,2,Female
,,Engineering,,3,Male
29.0,,Engineering,,5,Male
59.0,103034.0,Engineering,4.0,5,Female
,134940.0,HR,29.0,3,Female
32.0,70130.0,Engineering,14.0,2,Male
57.0,,Sales,4.0,3,Female
42.0,79346.0,Marketing,12.0,5,Male
22.0,32537.0,Marketing,24.0,1,Male
28.0,114762.0,Sales,,3,Male
51.0,45216.0,Marketing,4.0,5,Male
41.0,114149.0,HR,18.0,3,Female
32.0,33009.0,Engineering,13.0,5,Male
,,Engineering,,2,Male
,59327.0,Engineering,14.0,5,Male
22.0,44209.0,HR,,4,Female
65.0,78443.0,HR,1.0,1,Male
,,HR,21.0,5,Female
35.0,97613.0,Sales,16.0,3,Female
23.0,109443.0,HR,15.0,3,Female
54.0,86997.0,Marketing,,5,Female
65.0,,Sales,,4,Female
30.0,144456.0,Sales,5.0,5,Female
,92559.0,Sales,29.0,2,Female
22.0,94892.0,HR,6.0,4,Male
,,Sales,,5,Male
34.0,,HR,,1,Female
67.0,63065.0,HR,16.0,4,Female
57.0,141399.0,Sales,12.0,5,Female
62.0,137340.0,Engineering,4.0,1,Male
49.0,,Engineering,1.0,5,Female
46.0,64152.0,Sales,4.0,2,Male
68.0,88741.0,Engineering,,3,Male
,137049.0,Marketing,21.0,5,Female
57.0,81502.0,Marketing,,4,Male
51.0,59092.0,HR,27.0,5,Female
57.0,47653.0,Engineering,8.0,5,Female
44.0,127999.0,Marketing,24.0,5,Female
30.0,129564.0,Sales,5.0,5,Male
62.0,70469.0,Engineering,26.0,4,Female
,116483.0,Marketing,2.0,4,Male
23.0,89754.0,Marketing,12.0,5,Female
41.0,59978.0,Sales,,3,Female
,117592.0,HR,17.0,5,Female
33.0,,Sales,7.0,4,Female
,,HR,11.0,2,Female
45.0,78287.0,Marketing,,5,Male
,,HR,5.0,5,Female
65.0,140168.0,Marketing,,5,Female
58.0,143985.0,Marketing,11.0,5,Female
30.0,35543.0,Engineering,1.0,1,Male
,86392.0,HR,25.0,5,Female
62.0,,HR,10.0,4,Female
42.0,81033.0,HR,,4,Female
59.0,75256.0,Sales,24.0,1,Female
53.0,120633.0,Engineering,21.0,5,Male
44.0,138383.0,Engineering,11.0,3,Female
,,Engineering,24.0,5,Male
24.0,99345.0,Sales,17.0,4,Male
22.0,52191.0,HR,,2,Male
60.0,116803.0,HR,27.0,2,Male
62.0,102742.0,HR,,3,Female
68.0,148843.0,Engineering,27.0,5,Female
,,Engineering,20.0,1,Male
40.0,,Marketing,18.0,5,Male
59.0,142050.0,Sales,27.0,3,Male
27.0,,Sales,22.0,3,Female
49.0,78803.0,Engineering,,3,Male
60.0,,Marketing,2.0,2,Male
47.0,93477.0,HR,,5,Male
,43210.0,Engineering,18.0,5,Male
48.0,113329.0,Sales,3.0,1,Male
35.0,,Sales,27.0,3,Female
53.0,92008.0,Sales,22.0,3,Male
,,HR,17.0,4,Female
31.0,,Sales,16.0,4,Female
30.0,37452.0,HR,6.0,2,Female
46.0,71486.0,HR,19.0,5,Female
29.0,44859.0,HR,7.0,1,Female
56.0,57236.0,Engineering,18.0,1,Male
19.0,61899.0,HR,14.0,3,Female
,62083.0,Marketing,6.0,1,Female
30.0,97708.0,Sales,8.0,3,Male
63.0,141462.0,Engineering,15.0,5,Female
44.0,,Sales,15.0,1,Male
,123076.0,HR,15.0,3,Male
58.0,148665.0,Engineering,16.0,5,Male
34.0,49053.0,Marketing,1.0,5,Male
,41085.0,HR,11.0,3,Male
48.0,60564.0,Sales,27.0,3,Female
51.0,,Marketing,,2,Male
,89095.0,HR,,5,Male
,99517.0,Marketing,5.0,3,Female
52.0,51153.0,HR,,5,Female
65.0,35247.0,Engineering,29.0,1,Female
23.0,40553.0,HR,28.0,4,Female
36.0,50811.0,Engineering,21.0,4,Male
47.0,,HR,,3,Female
24.0,36135.0,HR,2.0,3,Male
27.0,35573.0,Sales,6.0,5,Female
,148819.0,Marketing,14.0,3,Female
49.0,109267.0,Marketing,11.0,5,Female
51.0,37189.0,Marketing,4.0,3,Female
,110077.0,HR,24.0,5,Female
,,HR,29.0,3,Male
,106623.0,HR,,2,Male
,141971.0,Engineering,,5,Male
46.0,83687.0,Engineering,9.0,2,Female
39.0,98312.0,Sales,24.0,2,Male
21.0,137615.0,HR,3.0,2,Female
37.0,57564.0,Marketing,,2,Female
49.0,58835.0,Marketing,16.0,1,Male
53.0,,Sales,11.0,4,Male
67.0,37697.0,Marketing,27.0,1,Female
21.0,110165.0,Sales,4.0,3,Female
,,HR,1.0,3,Male
34.0,47046.0,Marketing,25.0,4,Female
29.0,87823.0,HR,,4,Male
,,Engineering,22.0,4,Male
34.0,,Marketing,16.0,2,Female
27.0,39615.0,Engineering,19.0,1,Female
18.0,143338.0,Marketing,16.0,3,Female
39.0,35060.0,HR,11.0,1,Female
43.0,106436.0,Sales,26.0,1,Male
35.0,90519.0,HR,,1,Female
67.0,,HR,23.0,4,Male
31.0,91158.0,HR,,4,Male
64.0,64782.0,Marketing,26.0,3,Female
,115709.0,Sales,28.0,3,Male
29.0,,Engineering,21.0,3,Female
53.0,138939.0,HR,26.0,1,Female
52.0,88255.0,Marketing,,4,Male
69.0,141952.0,Engineering,28.0,2,Male
29.0,102684.0,HR,,1,Male
24.0,,Engineering,,5,Female
46.0,114284.0,HR,22.0,1,Female
28.0,109558.0,Engineering,,4,Male
,,Engineering,26.0,5,Female
23.0,134223.0,Sales,17.0,1,Female
64.0,111422.0,Sales,10.0,4,Male
32.0,55256.0,HR,,4,Female
49.0,60005.0,Marketing,7.0,2,Male
68.0,36638.0,Sales,,1,Male
28.0,,Engineering,25.0,4,Male
40.0,63377.0,Sales,,3,Female
,136244.0,Sales,21.0,4,Male
51.0,,HR,,2,Male
63.0,66634.0,Sales,24.0,4,Male
,112291.0,Sales,,1,Male
46.0,53382.0,Engineering,28.0,1,Female
21.0,,Sales,,5,Male
,86063.0,Engineering,18.0,1,Female
,,Sales,15.0,5,Male
,97789.0,Sales,2.0,3,Female
58.0,133246.0,Marketing,14.0,2,Female
56.0,,Sales,21.0,3,Female
32.0,30864.0,Engineering,10.0,5,Female
46.0,,Engineering,28.0,4,Male
,70222.0,HR,16.0,4,Male
28.0,43666.0,HR,7.0,3,Female
69.0,50955.0,Marketing,8.0,4,Female
49.0,140674.0,Engineering,10.0,5,Female
19.0,133533.0,Engineering,,2,Male
,111845.0,Engineering,,1,Female
,,Marketing,,5,Female
37.0,,Engineering,12.0,5,Male
39.0,,HR,8.0,1,Male
28.0,140476.0,Marketing,15.0,1,Male
44.0,118314.0,HR,26.0,2,Male
20.0,,HR,12.0,2,Male
34.0,93108.0,Marketing,11.0,2,Male
61.0,143864.0,Sales,19.0,4,Female
45.0,78924.0,Sales,,5,Female
46.0,46709.0,HR,27.0,1,Male
38.0,39726.0,Sales,18.0,5,Female
64.0,90824.0,Engineering,,5,Male
33.0,70542.0,Marketing,4.0,2,Female
54.0,50245.0,HR,17.0,2,Male
37.0,64753.0,Engineering,19.0,5,Male
23.0,,Sales,27.0,2,Female
36.0,51316.0,Engineering,,4,Female
22.0,132907.0,Sales,23.0,1,Male
,,HR,7.0,5,Male
18.0,45960.0,Engineering,1.0,1,Male
55.0,60791.0,Marketing,7.0,4,Male
,137766.0,HR,,2,Male
,55216.0,Engineering,7.0,3,Male
52.0,62467.0,Engineering,,4,Female
,94427.0,Sales,,3,Female
42.0,142470.0,HR,,1,Female
41.0,92047.0,HR,16.0,5,Female
,103290.0,HR,3.0,2,Female
,77014.0,HR,13.0,4,Male
32.0,,Sales,,2,Male
61.0,108389.0,Marketing,18.0,3,Female
33.0,80519.0,HR,7.0,3,Male
44.0,34042.0,Sales,21.0,5,Female
,,Marketing,21.0,3,Female
63.0,,Marketing,,5,Male
42.0,125961.0,Sales,23.0,4,Male
34.0,98111.0,HR,25.0,5,Female
,,Marketing,27.0,3,Female
25.0,123715.0,HR,24.0,1,Female
32.0,80733.0,HR,,5,Female
44.0,64754.0,Engineering,7.0,2,Male
63.0,48624.0,HR,25.0,1,Female
67.0,115886.0,Engineering,27.0,5,Male
69.0,56681.0,Marketing,22.0,2,Female
24.0,,Sales,17.0,1,Female
20.0,111006.0,Engineering,4.0,5,Male
,,Sales,24.0,4,Male
,,Marketing,,2,Male
,,HR,16.0,4,Male
,124108.0,Marketing,19.0,3,Male
37.0,37493.0,Sales,,5,Female
63.0,99639.0,Marketing,3.0,5,Female
32.0,130380.0,HR,27.0,2,Female
,,Marketing,3.0,5,Male
,,HR,28.0,3,Male
31.0,99280.0,Engineering,,5,Male
24.0,77234.0,Sales,10.0,1,Female
34.0,77291.0,HR,17.0,4,Male
61.0,122868.0,HR,,3,Female
37.0,35594.0,Marketing,17.0,3,Female
53.0,135835.0,Engineering,21.0,4,Female
,,HR,4.0,4,Male
,77315.0,Engineering,21.0,3,Female
65.0,113564.0,Engineering,23.0,4,Female
39.0,131448.0,Marketing,6.0,2,Female
19.0,109526.0,HR,12.0,4,Male
41.0,142387.0,Marketing,,1,Female
25.0,46626.0,Sales,22.0,1,Male
28.0,116005.0,Sales,,2,Male
30.0,136258.0,HR,20.0,4,Female
34.0,135573.0,Engineering,17.0,1,Female
25.0,37130.0,HR,17.0,5,Male
38.0,36828.0,HR,10.0,4,Female
35.0,87514.0,Sales,7.0,2,Male
47.0,,Sales,29.0,4,Male
35.0,142524.0,Engineering,,3,Male
,134635.0,Engineering,29.0,3,Female
64.0,82664.0,HR,,1,Male
48.0,141701.0,Marketing,,3,Male
55.0,47883.0,HR,2.0,2,Female
,,Engineering,16.0,1,Female
28.0,,Marketing,6.0,2,Male
62.0,72932.0,Sales,6.0,2,Male
42.0,91269.0,Engineering,13.0,3,Male
50.0,149850.0,Engineering,7.0,3,Female
55.0,105986.0,Marketing,5.0,2,Male
58.0,115959.0,Engineering,24.0,3,Male
25.0,,Engineering,7.0,3,Female
28.0,139767.0,Engineering,,3,Female
39.0,70745.0,Engineering,17.0,4,Male
68.0,47241.0,Engineering,,2,Female
41.0,,Engineering,25.0,5,Male
58.0,53154.0,Engineering,21.0,2,Male
,55625.0,Engineering,28.0,1,Female
29.0,,Sales,,3,Male
63.0,,Engineering,,3,Male
49.0,86396.0,Sales,28.0,5,Female
32.0,129227.0,Sales,,1,Male
,148920.0,HR,26.0,4,Female
,43331.0,HR,20.0,2,Male
45.0,93927.0,Sales,2.0,4,Female
37.0,116226.0,Sales,,1,Female
,114719.0,Engineering,,5,Female
27.0,93014.0,HR,28.0,1,Female
57.0,,Marketing,7.0,5,Female
49.0,100411.0,HR,,4,Female
67.0,84478.0,Sales,25.0,4,Male
50.0,42254.0,Sales,25.0,1,Male
,,Engineering,,1,Female
50.0,58621.0,Engineering,22.0,3,Male
50.0,,HR,17.0,5,Female
,106441.0,Engineering,,3,Female
30.0,76121.0,Marketing,13.0,2,Male
,111418.0,Marketing,22.0,2,Female
50.0,90197.0,Engineering,5.0,1,Male
30.0,114577.0,Marketing,20.0,4,Female
69.0,124634.0,Marketing,16.0,2,Female
